id	outcome	previous_title	reviewed_title	concurrent_removal_reason
TCS-2744	renamed	Most results, however, are negative and fundamental problems, including proving that the value of the game always exists, remain open.	Existence of values in all-pay bidding games	
TCS-2753	renamed	The question of whether a fully adaptive strong BA with optimal resilience exists or not remains open.	Fully adaptive strong Byzantine agreement with optimal resilience	
TCS-2776	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The exact time-bounded Kolmogorov language lacks a fixed sequential interpreter and time-accounting convention or a verified invariance statement covering them. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.CCC.2022.36.
TCS-2783	renamed	Erdős’s girth conjecture: dense graphs without short cycles	Erdős girth conjecture	
TCS-2799	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The random-regular Max-Cut conjecture invokes no-OGP without specifying its finite-degree premise or whether the algorithm is restricted to AMP. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.ICALP.2022.41.
TCS-2804	renamed	The Slice-wise Polynomial Space Conjecture for XNLP-hard problems	Slice-wise Polynomial Space Conjecture	
TCS-2813	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The requested secret-sharing/MRF improvement does not state which formula-size constraint or asymptotic separation ratio is to be established. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.ITCS.2022.8.
TCS-2815	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The stochastic-game source and cited existence model disagree on observation and equilibrium scope, and do not select a common payoff family. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.MFCS.2022.4.
TCS-2816	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The wait-free queue claim does not fix register width or local computation costs; unrestricted wide-word variants already have materially different bounds. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.OPODIS.2022.4.
TCS-2821	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The aperiodicity-center request gives no effective or quantitative zone radius beyond what follows from aperiodicity itself. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.STACS.2022.19.
TCS-2822	renamed	The complexity of finding a directed path longer than a shortest path	Complexity of directed detours	
TCS-2824	renamed	When does truth-table reconstruction preserve an intuitionistic connective?	Truth-table reconstruction of intuitionistic connectives	
TCS-2851	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. Equality of partial-function domains conflicts with the recorded counterexample, while the intended domain-extension version has not been confirmed. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.MFCS.2022.28.
TCS-2861	renamed	For example, can we efficiently sample from a WNR/NA/NR distribution for any marginals in a given matroid polytope?	Efficient negatively dependent sampling from matroid polytopes	
TCS-2889	renamed	Does small proof space imply short tree-like resolution refutations?	Short tree-like resolution from small proof space	
TCS-2896	renamed	We leave it as an open problem whether a constant-factor approximation in sublinear (in n = 2k) space is possible	Sublinear-space constant-factor Euclidean Steiner forest	
TCS-2914	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The sampler separation leaves branching-program resources and sampling error unspecified, so efficient and trivial interpretations are not separated. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.ITCS.2022.40.
TCS-2958	retained	Efficient equations for VP with unrestricted complex coefficients	Efficient equations for VP with unrestricted complex coefficients	
TCS-2971	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The auxiliary-vertex hypergraph question does not define how extra vertices contribute to a terminal cut; fixing them outside and minimizing their placements are different tasks. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.FSTTCS.2022.6.
TCS-2997	renamed	How many rounds does triangle detection require in CONGEST?	Triangle detection in CONGEST	
TCS-3007	retained	Maximal rational rigidity despite a quadratic-field diagonal correction	Maximal rational rigidity despite a quadratic-field diagonal correction	
TCS-3017	retained	Sample complexity of uniformity testing with less than one stored sample	Sample complexity of uniformity testing with less than one stored sample	
TCS-3025	renamed	Indeed, it is an open problem whether the existence of exponentially-hard weak one-way functions is equivalent to the existence of exponentially-hard strong one-way functions [31].	Exponentially hard weak versus strong one-way functions	
TCS-3030	renamed	However, the complexity of UBA universality is an open problem [30]; only membership in PSPACE is known.	Universality of unambiguous Büchi automata	
TCS-3031	renamed	We conjecture that Coq’s restriction preventing large elimination principles for non-sub-singleton propositions makes LEM and CT consistent in Coq.	Consistency of excluded middle and Church’s thesis in Coq	
TCS-3037	renamed	For any computable pattern class H: If H has unbounded matching-split number, then the problem ⊕Sub(H) is ⊕W[1]-complete.	Parity subgraph-counting dichotomy	
TCS-3038	renamed	We leave it as an open question whether there exists a linear space finger search data structure, supporting access(i) and movefinger(i) in O(log d) time.	Linear-space finger search with logarithmic distance cost	
TCS-3056	renamed	We leave it as an open problem whether similarly efficient deterministic algorithms exist under the presence of negative entries.	Deterministic convolution with negative entries	
TCS-3059	renamed	We leave as a major open question to find new algorithms for LLARP that might tackle the 50% conjecture.	Freedman’s conjecture	
TCS-3075	renamed	In particular, for the list of problems with determinant-based counting in Section 1, designing RNC sampling algorithms remains open.	RNC sampling for determinant-counted objects	
TCS-3079	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The arithmetic source lacks recovered valuation-of-infinity semantics, and its improve-NEXP request does not state a definite remaining classification criterion. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.MFCS.2021.55.
TCS-3095	renamed	We conjecture that even G3 might be tractable, but again the only known general upper bound is PSPACE.	Complexity of unordered width-three CNF games	
TCS-3113	renamed	Whether hypothesis classes of finite VC dimension exist which are not improperly CPAC learnable in the agnostic case remains an open question.	Finite VC dimension versus agnostic computable PAC learning	
TCS-3114	retained	Thus, the case that remains open concerns uncountable X and general (random) sequences X.	Thus, the case that remains open concerns uncountable X and general (random) sequences X.	
TCS-3117	renamed	Does noisy parity learning require Ω(n²/ε²) memory or exponentially many samples?	Memory–sample tradeoffs for noisy parity learning	
TCS-3120	renamed	Do extension-closed even existential prefix classes collapse over finite structures?	Collapse of extension-closed existential prefix classes	
TCS-3123	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The real-weight APSP target leaves the real machine, randomized guarantee and infimum-versus-attained matrix-multiplication hypothesis unresolved. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.ESA.2021.27.
TCS-3134	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The distributed independent-set source has conflicting output contracts and no selected deterministic/randomized optimal-complexity convention. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.OPODIS.2021.15.
TCS-3146	retained	Adaptive linear-sketch query complexity of planted-clique detection	Adaptive linear-sketch query complexity of planted-clique detection	
TCS-3151	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. Dropping AND/OR decomposability leaves the solution DAG/tree semantics, equivalence relation and output-size convention undefined. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.ESA.2021.80.
TCS-3152	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. Instantiation overflow is a defined property, but the requested characterization selects neither a structural criterion nor a decision problem as the benchmark target. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://doi.org/10.4230/LIPIcs.FSCD.2021.27.
