id,title,category,decision,reason
TCS-6530,Does P equal PSPACE?,Computational complexity,retained,Not selected for removal in this pass.
TCS-6532,Is the polynomial hierarchy strict at every finite level?,Computational complexity,retained,Not selected for removal in this pass.
TCS-0021,Does NP contain a language without polynomial-size Boolean circuits?,Computational complexity,retained,Not selected for removal in this pass.
TCS-6531,Can every polynomial-time decision problem be solved in logarithmic space?,Computational complexity,retained,Not selected for removal in this pass.
TCS-6535,Is nonuniform TC⁰ strictly smaller than nonuniform NC¹?,Computational complexity,retained,Not selected for removal in this pass.
TCS-0002,Does every unsatisfiable Boolean formula have a short efficiently checkable certificate?,Computational complexity,retained,Not selected for removal in this pass.
TCS-0015,Explicit superlinear Boolean circuit lower bounds,Computational complexity,retained,Not selected for removal in this pass.
TCS-0016,Exponential circuit lower bounds for SAT,Computational complexity,retained,Not selected for removal in this pass.
TCS-6534,Berman–Hartmanis isomorphism conjecture,Computational complexity,retained,Not selected for removal in this pass.
TCS-6533,NL versus UL,Computational complexity,retained,Not selected for removal in this pass.
TCS-0004,Can directed reachability be decided in deterministic logarithmic space?,Computational complexity,retained,Not selected for removal in this pass.
TCS-0020,Polynomial-size circuits for EXP,Computational complexity,retained,Not selected for removal in this pass.
TCS-0018,P versus NP intersect coNP,Computational complexity,retained,Not selected for removal in this pass.
TCS-0481,Do single-pair shortest paths require cubic-size min-plus circuits?,Computational complexity,retained,Not selected for removal in this pass.
TCS-0017,Karchmer–Raz–Wigderson formula composition conjecture,Computational complexity,retained,Not selected for removal in this pass.
TCS-0019,Polynomial formulas versus linear circuits,Computational complexity,retained,Not selected for removal in this pass.
TCS-0305,Supercubic uniform formula lower bounds for SAT,Computational complexity,retained,Not selected for removal in this pass.
TCS-1039,Explicit superlinear in-place XOR lower bounds,Computational complexity,retained,Not selected for removal in this pass.
TCS-0293,Improving SPACE versus NSPACE via Tree Evaluation,Computational complexity,retained,Not selected for removal in this pass.
TCS-0301,Excluding one-sided randomized quasilinear-time log-space SAT,Computational complexity,retained,Not selected for removal in this pass.
TCS-0302,Excluding quasilinear-time log-space Max Clique,Computational complexity,retained,Not selected for removal in this pass.
TCS-0303,Stronger log-space time lower bounds for SAT,Computational complexity,retained,Not selected for removal in this pass.
TCS-0304,Stronger uniform depth-three majority lower bounds for SAT,Computational complexity,retained,Not selected for removal in this pass.
TCS-1021,Promise-BPP derandomization implying EXP circuit hardness,Computational complexity,retained,Not selected for removal in this pass.
TCS-1022,Derandomization implying exponential nondeterministic circuit hardness,Computational complexity,retained,Not selected for removal in this pass.
TCS-0308,Formula versus circuit succinctness,Computational complexity,retained,Not selected for removal in this pass.
TCS-0310,Is weighted falsifiability of unambiguous DNFs in polynomial time?,Computational complexity,retained,Not selected for removal in this pass.
TCS-1035,Cost of restricting linear circuits to depth two,Computational complexity,retained,Not selected for removal in this pass.
TCS-1037,Asymmetry of XOR complexity under matrix inversion,Computational complexity,retained,Not selected for removal in this pass.
TCS-1040,Nonlinear-gate advantages for binary linear operators,Computational complexity,retained,Not selected for removal in this pass.
TCS-1034,Largest separation between SUM and OR circuits,Computational complexity,retained,Not selected for removal in this pass.
TCS-1036,Unbounded XOR-over-OR complexity separations,Computational complexity,retained,Not selected for removal in this pass.
TCS-0306,Efficient negation of d-DNNFs,Computational complexity,retained,Not selected for removal in this pass.
TCS-0014,Cubic monotone formulas for majority,Computational complexity,retained,Not selected for removal in this pass.
TCS-1023,Natural complete problems for randomized classes,Computational complexity,retained,Not selected for removal in this pass.
TCS-0068,AC0 on trees,Computational complexity,retained,Not selected for removal in this pass.
TCS-0069,Perfect matchings for grid graphs and AC0,Computational complexity,retained,Not selected for removal in this pass.
TCS-0070,Prefix diversity bounds for Boolean languages,Computational complexity,quarantined,Meze jedné pomocné míry jazyků mají menší dosah než obecné obvodové a formulové dolní meze; v záznamu není uveden zásadní důsledek pro ně.
TCS-0292,Can Sherali–Adams prove the totality of rwPHP(PLS) in low degree?,Computational complexity,retained,Not selected for removal in this pass.
TCS-0295,Sampling modular distributions locally,Computational complexity,retained,Not selected for removal in this pass.
TCS-0297,A counting function capturing exactly P with NP access,Computational complexity,retained,Not selected for removal in this pass.
TCS-0298,SAT multi-prover proofs using efficient SAT-oracle provers,Computational complexity,retained,Not selected for removal in this pass.
TCS-0299,The direct sum of the fork relation,Computational complexity,quarantined,"Přímý součet jedné konkrétní relace je užší než obecné direct-sum a kompoziční otázky, které oblast reprezentují lépe."
TCS-0300,The randomized complexity of online labeling,Computational complexity,retained,Not selected for removal in this pass.
TCS-1144,Is it true that spr(IPn ) = ω(n) or spr(Disjn ) = ω(n)?,Computational complexity,retained,Not selected for removal in this pass.
TCS-1172,"Describe subgroups Γ ≤ Sn such that under the following restrictions: setting variables equal to each other, setting variables as 1, the group collapses to […]",Computational complexity,quarantined,Klasifikace podgrup při určených substitucích je pomocný algebraický krok jedné metody obvodových dolních mezí; samotné dolní meze mají přednost.
TCS-1215,"For some constant c ≥ 1, there exists an online coloring algorithm that achieves O(nc/g ) colors for graphs with constant odd girth g.",Computational complexity,retained,Not selected for removal in this pass.
TCS-1235,It remains open whether the [ inclusion LDLk ⊊ LDLk is still proper if the depth restriction is removed.,Computational complexity,retained,Not selected for removal in this pass.
TCS-1556,"If π is a pspace-random permutation and T (n) = o(2n/3 ), is NLINπ ∩coNLINπ not contained in BQTIMEπ (T (n))?",Computational complexity,quarantined,"Separace kombinuje konkrétní náhodné orákulum, lineární nedeterminismus a přesný časový režim; standardní kvantově-klasické separace jsou zásadnější."
TCS-1602,The most interesting question that remains open is to determine the deterministic query complexity of finding a king in an n-vertex tournament.,Computational complexity,retained,Not selected for removal in this pass.
