id,title,category,decision,basis,concurrent_addition
TCS-2251,Can a sparser convex-combination of points be computed efficiently?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2268,"For general yi , we do not know the answer, but if the yi are uniformly spaced, we can indeed prove that this procedure yields […]",Computational geometry and metric spaces,quarantine,fragment,False
TCS-2285,"Are there more examples of graph drawing problems where NP-hardness for (outer)planar graphs is known, while the “simpler” trees and cactus graphs are polynomial-time solvable, […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-2295,"For example, is there a compaction algorithm in which each cube in the configuration that starts at position (x, y, z) performs at most O(x […]",Computational geometry and metric spaces,quarantine,specialized,False
TCS-2317,"An obvious open problem is to improve upon our bounds: do intersection graphs of geodesic disks admit a separator of size o(n3/4 ), either in […]",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2355,Is there a lens space other than the 3-sphere that admits infinitely many triangulations with no core edges?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2363,"Given an arrangement of 3k disjoint red straight-line segments and 3k disjoint blue straight-line segments, where each red segment crosses each blue segment, are there […]",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-2364,"Is there a lower bound of k versus Ω(nαk (n)) between the diameter and the number of edges, for all k, for Euclidean (1 + […]",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2387,"Thus, the quest for a triangulation of small oriented dilation for non-convex point sets remains open.",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2390,It remains an open problem whether the number of moves can be reduced to be polynomial in both k and n.,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2405,It is an open problem is to lower the exponential dependence on d and k.,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2420,Establishing the complexity of the problem when a planar embedding (neither rectilinear nor upward) is fixed remains an open question.,Computational geometry and metric spaces,quarantine,specialized,False
TCS-2448,Every triangle-free planar graph is POSH.,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-2465,We leave it as an open problem whether such a polynomial lower bound on the number of RangeCount queries exists for any randomized sublinear algorithm […],Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2472,"For such cells, we know that we get a large connected component but we do not know whether it connects to the giant of the […]",Computational geometry and metric spaces,quarantine,fragment,False
TCS-2491,The question of whether or not there exists an algorithm in 2D with running time fully polynomial in k remains open (for the Fréchet distance […],Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2525,"However, whether this packing maximizes the density among all packings is still an open question for cases 16–18.",Computational geometry and metric spaces,quarantine,specialized,False
TCS-2527,One direction is to employ local limit arguments; we leave this as an open problem for future investigation.,Computational geometry and metric spaces,quarantine,followup,False
TCS-2552,"Can we obtain optimal algorithm for other geometric objects, such as axis-aligned unit squares or unit circles?",Computational geometry and metric spaces,quarantine,followup,False
TCS-2556,"Given an ortho-radial representation, can we find an ortho-radial drawing with the smallest number of layers (i.e., the number of concentric circles) in polynomial time?",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-2608,"As our work indicates that this phase transition vanishes as d = ω(log(n))), we conjecture that in this regime cliques of all sizes are √ […]",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2616,"It might be possible to extend our framework with this relaxed setting, also yielding smaller coresets for such geometric intersection graph families, which we leave […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-2651,"Is it possible to construct O(poly(D)) time algorithms where D is the hop diameter of the polygon, when agents have limited persistent memory?",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-2669,Can any complete geometric graph on n vertices be partitioned into nc plane subgraphs for some constant c > 1?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2701,"However, for the other special case of max cut on unit interval graphs, the complexity status is still an open problem.",Computational geometry and metric spaces,quarantine,specialized,False
TCS-2752,"Thus, we conjecture that Ω ∆2 is a lower bound for every protocol that considers oblivious and disoriented robots with limited visibility.",Computational geometry and metric spaces,quarantine,specialized,False
TCS-2763,"For the k-robot patrolling problem with min-max latency, there is a cyclic solution that is optimal.",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
