source_id,collection,title,url,locator,disposition,reason,atlas_ids,atlas_states,evidence,recommendation,retrieval_leads,source_status
amarilli:extracting-a-polynomial-grid-minor-in-ptime,amarilli,Extracting a polynomial grid minor in PTIME,https://a3nm.net/work/research/questions/#extracting-a-polynomial-grid-minor-in-ptime,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://a3nm.net/work/research/questions/#extracting-a-polynomial-grid-minor-in-ptime,,TCS-4404; TCS-0786; TCS-6683,listed_open
amarilli:monadic-second-order-logic-with-cardinality-predicates,amarilli,Monadic second-order logic with cardinality predicates,https://a3nm.net/work/research/questions/#monadic-second-order-logic-with-cardinality-predicates,,defer,Arbitrary recursive cardinality predicates are too permissive for a polynomial-time claim: a fixed predicate can encode a hard unary recursive language on the universe size. Restrict predicate evaluation/model first.,,,https://a3nm.net/work/research/questions/#monadic-second-order-logic-with-cardinality-predicates,,TCS-1531; TCS-3373; TCS-5885,listed_open
amarilli:graph-reachability-labellings-with-total-orders,amarilli,Graph reachability labellings with total orders,https://a3nm.net/work/research/questions/#graph-reachability-labellings-with-total-orders,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0612,TCS-0612:active,https://a3nm.net/work/research/questions/#graph-reachability-labellings-with-total-orders,,TCS-0612; TCS-5636; TCS-0632,listed_open
amarilli:covering-an-undirected-graph-with-cycles-of-length-at-least-5,amarilli,Covering an undirected graph with cycles of length at least 5,https://a3nm.net/work/research/questions/#covering-an-undirected-graph-with-cycles-of-length-at-least-5,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://a3nm.net/work/research/questions/#covering-an-undirected-graph-with-cycles-of-length-at-least-5,,TCS-0314; TCS-0443; TCS-0628,listed_open
amarilli:smallest-treewidth-achieved-by-a-graph-with-less-edges-than-the-complete-graph,amarilli,Smallest treewidth achieved by a graph with less edges than the complete,https://a3nm.net/work/research/questions/#smallest-treewidth-achieved-by-a-graph-with-less-edges-than-the-complete-graph,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://a3nm.net/work/research/questions/#smallest-treewidth-achieved-by-a-graph-with-less-edges-than-the-complete-graph,,TCS-5926; TCS-5809; TCS-0804,listed_open
amarilli:complexity-of-the-exact-bipartite-matching-problem,amarilli,Complexity of the exact bipartite matching problem (★),https://a3nm.net/work/research/questions/#complexity-of-the-exact-bipartite-matching-problem,,represented_target,"The main mathematical target is represented by the named Atlas record, including its original source. Preserve archive decisions and avoid creating a renamed duplicate.",TCS-0611,TCS-0611:active,https://a3nm.net/work/research/questions/#complexity-of-the-exact-bipartite-matching-problem,,TCS-0611; TCS-6196; TCS-1048,listed_open
amarilli:oracle-complexity-of-skyline-queries,amarilli,Oracle complexity of skyline queries,https://a3nm.net/work/research/questions/#oracle-complexity-of-skyline-queries,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0501,TCS-0501:archived,https://a3nm.net/work/research/questions/#oracle-complexity-of-skyline-queries,,TCS-0501; TCS-5222; TCS-0724,listed_open
amarilli:constraint-classes-where-separability-is-decidable,amarilli,Constraint classes where separability is decidable,https://a3nm.net/work/research/questions/#constraint-classes-where-separability-is-decidable,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0493,TCS-0493:archived,https://a3nm.net/work/research/questions/#constraint-classes-where-separability-is-decidable,,TCS-0493; TCS-0104; TCS-6562,listed_open
amarilli:open-world-query-answering-with-linear-rules-and-transitivity-assertions,amarilli,Open-world query answering with linear rules and transitivity assertions,https://a3nm.net/work/research/questions/#open-world-query-answering-with-linear-rules-and-transitivity-assertions,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0495,TCS-0495:archived,https://a3nm.net/work/research/questions/#open-world-query-answering-with-linear-rules-and-transitivity-assertions,,TCS-0495; TCS-3829; TCS-6089,listed_open
amarilli:decidable-unary-language-with-number-restrictions,amarilli,Decidable unary language with number restrictions,https://a3nm.net/work/research/questions/#decidable-unary-language-with-number-restrictions,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0503,TCS-0503:archived,https://a3nm.net/work/research/questions/#decidable-unary-language-with-number-restrictions,,TCS-0503; TCS-1534; TCS-4370,listed_open
amarilli:decidability-of-conjunctive-query-containment-under-bag-semantics,amarilli,Decidability of conjunctive query containment under bag semantics,https://a3nm.net/work/research/questions/#decidability-of-conjunctive-query-containment-under-bag-semantics,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0492,TCS-0492:active,https://a3nm.net/work/research/questions/#decidability-of-conjunctive-query-containment-under-bag-semantics,,TCS-0492; TCS-5819; TCS-6680,listed_open
amarilli:determinacy-of-path-queries-by-unions-of-path-views,amarilli,Determinacy of path queries by unions of path views,https://a3nm.net/work/research/questions/#determinacy-of-path-queries-by-unions-of-path-views,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0497,TCS-0497:active,https://a3nm.net/work/research/questions/#determinacy-of-path-queries-by-unions-of-path-views,,TCS-0497; TCS-6157; TCS-5347,listed_open
amarilli:do-tractable-queries-on-probabilistic-instances-have-tractable-lineages,amarilli,Do tractable queries on probabilistic instances have tractable lineages? (✎),https://a3nm.net/work/research/questions/#do-tractable-queries-on-probabilistic-instances-have-tractable-lineages,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0502,TCS-0502:active,https://a3nm.net/work/research/questions/#do-tractable-queries-on-probabilistic-instances-have-tractable-lineages,,TCS-0502; TCS-0500; TCS-3646,listed_open
amarilli:does-bounded-derivation-depth-imply-finite-controllability,amarilli,Does bounded derivation depth imply finite controllability?,https://a3nm.net/work/research/questions/#does-bounded-derivation-depth-imply-finite-controllability,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0494,TCS-0494:active,https://a3nm.net/work/research/questions/#does-bounded-derivation-depth-imply-finite-controllability,,TCS-0494; TCS-2409; TCS-5187,listed_open
amarilli:what-is-the-complexity-of-testing-if-a-query-is-safe,amarilli,What is the complexity of testing if a query is safe?,https://a3nm.net/work/research/questions/#what-is-the-complexity-of-testing-if-a-query-is-safe,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0500,TCS-0500:active,https://a3nm.net/work/research/questions/#what-is-the-complexity-of-testing-if-a-query-is-safe,,TCS-0500; TCS-4642; TCS-1400,listed_open
amarilli:complexity-of-query-evaluation-parameterized-by-treewidth,amarilli,Complexity of query evaluation parameterized by treewidth,https://a3nm.net/work/research/questions/#complexity-of-query-evaluation-parameterized-by-treewidth,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0499,TCS-0499:active,https://a3nm.net/work/research/questions/#complexity-of-query-evaluation-parameterized-by-treewidth,,TCS-0499; TCS-2352; TCS-0767,listed_open
amarilli:how-can-one-strengthen-lower-bounds-for-probabilistic-query-evaluation-on-unbounded-treewidth-families,amarilli,How can one strengthen lower bounds for probabilistic query evaluation on unbounded-treewidth,https://a3nm.net/work/research/questions/#how-can-one-strengthen-lower-bounds-for-probabilistic-query-evaluation-on-unbounded-treewidth-families,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0498,TCS-0498:archived,https://a3nm.net/work/research/questions/#how-can-one-strengthen-lower-bounds-for-probabilistic-query-evaluation-on-unbounded-treewidth-families,,TCS-0498; TCS-0499; TCS-0787,listed_open
amarilli:lower-bounds-on-lineage-sizes,amarilli,Lower bounds on lineage sizes,https://a3nm.net/work/research/questions/#lower-bounds-on-lineage-sizes,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0496,TCS-0496:active,https://a3nm.net/work/research/questions/#lower-bounds-on-lineage-sizes,,TCS-0496; TCS-0972; TCS-0502,listed_open
amarilli:complexity-of-uniform-reliability-for-homomorphism-closed-queries,amarilli,Complexity of uniform reliability for homomorphism-closed queries (★),https://a3nm.net/work/research/questions/#complexity-of-uniform-reliability-for-homomorphism-closed-queries,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0505,TCS-0505:active,https://a3nm.net/work/research/questions/#complexity-of-uniform-reliability-for-homomorphism-closed-queries,,TCS-0505; TCS-6301; TCS-5908,listed_open
