id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note
TCS-0268,Characterization of overt choice on maximal CoPolish spaces,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.8",Matthias Schröder,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=22,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0269,Characterizing the diamond-operator,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.6",Arno Pauly,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=21,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0270,Comparisons of Weihrauch degrees for choice principles,Computability and algorithmic information,problem_family,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.5",Carl Mummert,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=20,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0271,Decidability and complexity of discrete lambda-convex closures,Computability and algorithmic information,focused,2018,source publication or workshop year,8,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Question 4.13,,https://www.cs.umd.edu/~gasarch/open/convexfgh.pdf,https://www.cs.umd.edu/~gasarch/open/convexfgh.pdf#page=11,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0272,Density and minimality properties of the Weihrauch lattice,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.1",Vasco Brattka,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=18,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0273,Minimal continuous Weihrauch degrees,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.9",Matthias Schröder,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=22,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0274,Ramsey’s theorem: products versus colors,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.2",Vasco Brattka,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=18,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0275,Some questions around Weihrauch counterparts of ATR,Computability and algorithmic information,problem_family,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.4",Takayuki Kihara,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=19,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0276,The reverse-mathematical strength of compact Hausdorff regularity,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.7",Arno Pauly,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=21,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0277,Weihrauch strength of countable well-orderings,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.3",Jeffry L. Hirst,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=19,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0278,When can one step function Weihrauch compute another?,Computability and algorithmic information,focused,2018,seminar year; report may be published later,8,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 18361, section 5.10",Linda Brown Westrick,https://doi.org/10.4230/DagRep.8.9.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume08/issue09/DagRep.8.9/DagRep.8.9.pdf#page=22,,Measuring the Complexity of Computational Content: From Combinatorial Problems to Analysis,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0279,Extraction of mutual information about two strings,Computability and algorithmic information,focused,2012,seminar year; report may be published later,14,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 12021, section 4.8",Alexander Shen,https://doi.org/10.4230/DagRep.2.1.19,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume02/issue01/DagRep.2.1/DagRep.2.1.pdf#page=37,,"Computability, Complexity and Randomness",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0280,Kolmogorov complexity and computably enumerable sets,Computability and algorithmic information,problem_family,2012,seminar year; report may be published later,14,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 12021, section 4.2",George Barmpalias,https://doi.org/10.4230/DagRep.2.1.19,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume02/issue01/DagRep.2.1/DagRep.2.1.pdf#page=34,,"Computability, Complexity and Randomness",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0281,Normal numbers computable in simple exponential time,Computability and algorithmic information,focused,2012,seminar year; report may be published later,14,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 12021, section 4.3",Verónica Becher,https://doi.org/10.4230/DagRep.2.1.19,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume02/issue01/DagRep.2.1/DagRep.2.1.pdf#page=35,,"Computability, Complexity and Randomness",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0282,On gales combined with computable exponential order functions,Computability and algorithmic information,focused,2012,seminar year; report may be published later,14,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 12021, section 4.11",Ludwig Staiger,https://doi.org/10.4230/DagRep.2.1.19,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume02/issue01/DagRep.2.1/DagRep.2.1.pdf#page=38,,"Computability, Complexity and Randomness",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0283,Order functions and K-triviality,Computability and algorithmic information,focused,2012,seminar year; report may be published later,14,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 12021, section 4.5",Noam Greenberg,https://doi.org/10.4230/DagRep.2.1.19,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume02/issue01/DagRep.2.1/DagRep.2.1.pdf#page=36,,"Computability, Complexity and Randomness",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0284,Questions on the link between Kolmogorov complexity and computational complexity classes,Computability and algorithmic information,problem_family,2012,seminar year; report may be published later,14,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 12021, section 4.1",Eric Allender,https://doi.org/10.4230/DagRep.2.1.19,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume02/issue01/DagRep.2.1/DagRep.2.1.pdf#page=34,,"Computability, Complexity and Randomness",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
