rank,researcher,slot,id,title,area,action,affinity,status,evidence,formulation_status,formulation_reviewed_on,current_batch_scope,researcher_bibliography,problem_sources
80,Chandra Chekuri,2,TCS-5407,Optimal approximation for submodular maximization over a matroid,Approximation algorithms and hardness of approximation,reused,Optimal matroid-constrained submodular approximation is directly in his submodular-optimization program.,uncertain,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/82/3212.html,https://doi.org/10.4230/LIPIcs.ISAAC.2022.41
81,Ken-ichi Kawarabayashi,1,TCS-6683,Optimal bounds in the Excluded Grid Theorem,Structural graph theory,reused,Excluded-grid bounds concern his structural graph theory and algorithms.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/45/6846.html,https://doi.org/10.1016/0095-8956(86)90030-4; https://www.sciencedirect.com/science/article/pii/S0095895684710732; https://arxiv.org/abs/1305.6577; https://arxiv.org/abs/1901.07944; https://link.springer.com/article/10.1007/s00493-025-00168-w; https://arxiv.org/abs/2506.22857
81,Ken-ichi Kawarabayashi,2,TCS-6651,Hadwiger’s conjecture,Structural graph theory,reused,Hadwiger's conjecture is a central graph-minor and coloring target related to his work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/45/6846.html,https://arxiv.org/abs/2609.06867v2; https://arxiv.org/abs/2108.01633v5; https://doi.org/10.1007/BF01202354; https://arxiv.org/abs/2512.20392
82,Dániel Marx,1,TCS-6592,FPT versus \(\mathrm{W}[1]\),Parameterized and exact algorithms,reused,FPT versus W[1] underlies his parameterized complexity research.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/95/1832.html,https://www.mimuw.edu.pl/~malcin/book/parameterized-algorithms.pdf; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.MFCS.2018.73; https://arxiv.org/abs/2102.04769; https://arxiv.org/abs/2304.07516; https://weizmann.elsevierpure.com/en/publications/faster-combinatorial-k-clique-algorithms-2/
82,Dániel Marx,2,TCS-6594,Set Cover Conjecture,Parameterized and exact algorithms,reused,Set Cover exponents connect his fine-grained and parameterized lower-bound program.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/95/1832.html,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ICALP.2024.34
83,László Végh,1,TCS-0008,Strongly polynomial linear programming,Optimization and numerics,reused,Strongly polynomial LP is a direct focus of his optimization work.,uncertain,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/12/2680.html,https://topp.openproblem.net/p8; https://doi.org/10.1287/opre.34.2.250; https://homepages.cwi.nl/~dadush/papers/genflow.pdf; https://arxiv.org/abs/2201.02186; https://homepages.cwi.nl/~dadush/papers/trust-region.pdf; https://arxiv.org/abs/2503.12041v10
83,László Végh,2,TCS-6572,Polynomial-time simplex pivot rule,Optimization and numerics,reused,Strongly polynomial simplex pivots concern his combinatorial approach to linear programming.,source_open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/12/2680.html,https://www.cs.yale.edu/homes/spielman/simplex/; https://arxiv.org/abs/2502.18019; https://epubs.siam.org/doi/10.1137/1.9781611978971.14; https://drops.dagstuhl.de/storage/00lipics/lipics-vol364-stacs2026/html/LIPIcs.STACS.2026.31/LIPIcs.STACS.2026.31.html; https://link.springer.com/article/10.1007/s10107-026-02349-x
84,Santosh Vempala,1,TCS-6523,Kannan–Lovász–Simonovits conjecture,Computational geometry and metric spaces,reused,KLS is central to his convex-body sampling and volume algorithms.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/v/SantoshVempala.html,https://randomstrasse101.math.ethz.ch/posts/KLSConjecture/; https://faculty.cc.gatech.edu/~vempala/papers/kls_survey.pdf; https://arxiv.org/abs/2203.15551; https://www.weizmann.ac.il/math/klartag/sites/math.klartag/files/uploads/root_log.pdf; https://arxiv.org/abs/2507.15495v2; https://arxiv.org/abs/2607.24164v1
84,Santosh Vempala,2,TCS-6574,Exact semidefinite feasibility in polynomial time,Optimization and numerics,reused,Exact SDP feasibility concerns the complexity foundations of convex optimization he studies.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/v/SantoshVempala.html,https://link.springer.com/article/10.1007/BF02614433; https://epubs.siam.org/doi/10.1137/15M103114X; https://www.sciencedirect.com/science/article/pii/S0747717120301176; https://epubs.siam.org/doi/10.1137/21M1434945; https://arxiv.org/abs/2510.07271; https://arxiv.org/abs/2511.03440
85,Nikhil Srivastava,1,TCS-7285,Strongly explicit Ramanujan families for every degree,Structural graph theory,reused,Explicit Ramanujan construction extends his interlacing-polynomial work.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/30/2541.html,https://arxiv.org/abs/2003.11673
85,Nikhil Srivastava,2,TCS-1009,Near-lossless undirected constant-degree vertex expanders,Pseudorandomness and derandomization,reused,Lossless undirected expansion concerns explicit spectral and combinatorial expander construction.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/30/2541.html,https://people.seas.harvard.edu/~salil/pseudorandomness/
86,Seth Pettie,1,TCS-6536,Deterministic linear-time minimum spanning tree,Structural graph theory,reused,Deterministic linear MST is a foundational problem in his graph-algorithm work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/77/888.html,https://people.csail.mit.edu/karger/Papers/mst.pdf; https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf; https://www.cs.princeton.edu/courses/archive/fall05/cos528/handouts/An%20Optimal%20Minimum.pdf; https://www.sciencedirect.com/science/article/pii/S0022000005800649; https://people.csail.mit.edu/dmoshkov/papers/mst/high-girth.pdf; https://web.eecs.umich.edu/~pettie/papers/random-mst.pdf
86,Seth Pettie,2,TCS-6508,Deque conjecture,Data structures,reused,The deque conjecture directly concerns his adaptive-search-tree analysis.,source_open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/77/888.html,https://arxiv.org/abs/0707.2160; https://doi.org/10.1137/1.9781611975482.80; https://arxiv.org/abs/2607.18498
87,Timothy Chan,1,TCS-0318,Planar k-set extremal function,Computational geometry and metric spaces,reused,Planar k-sets is a central open barrier in his computational geometry area.,source_open,reviewed,revised,2026-09-12,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/60/3556.html,https://topp.openproblem.net/p7; https://courses.cs.duke.edu/cps234/fall08/handouts/dey.pdf; https://link.springer.com/article/10.1007/s004540010022; https://rangevoting.org/many_halving_edges.pdf; https://oa.upm.es/89576/1/10302927.pdf
87,Timothy Chan,2,TCS-7351,Linear-time exact inversion counting,Algorithms & data structures,reused,Linear-time inversion counting extends his fast counting and geometric algorithms.,uncertain,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/60/3556.html,https://tmc.web.engr.illinois.edu/inv_7_7_09.pdf; https://arxiv.org/abs/1503.01192
88,Boaz Barak,1,TCS-6656,Planted clique conjecture,Beyond worst-case and average-case analysis,reused,Planted clique is central to his work on computational barriers in inference.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/b/BBarak.html,https://people.math.ethz.ch/~sudakovb/hidden-clique.pdf; https://doi.org/10.1137/17M1138236; https://arxiv.org/abs/2311.07540v2; https://arxiv.org/abs/2505.01990v2; https://proceedings.mlr.press/v336/gobel26a.html
88,Boaz Barak,2,TCS-0012,Average-case NP hardness from \(\mathrm{P} \ne  \mathrm{NP}\),Beyond worst-case and average-case analysis,reused,Average-case hardness from worst-case NP hardness connects his complexity and cryptography work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/b/BBarak.html,https://www.math.ias.edu/files/mathandcomp.pdf; https://arxiv.org/abs/cs/0606037v3; https://lucatrevisan.github.io/pubs/BT03.pdf; https://doi.org/10.4230/LIPIcs.ITCS.2026.97
89,Toniann Pitassi,1,TCS-0025,Superpolynomial lower bounds for unrestricted Frege proofs,Proof complexity,reused,Frege lower bounds are a central target of her proof-complexity program.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/p/TPitassi.html,https://www.math.ias.edu/files/Book-online-Aug0619.pdf; https://www.cs.toronto.edu/~sacook/homepage/cook_reckhow.pdf; https://mathweb.ucsd.edu/~sbuss/ResearchWeb/php_PolyFrege/FregePHP.pdf; https://arxiv.org/abs/2604.28172; https://eccc.weizmann.ac.il/report/2026/055/; https://mirror.theoryofcomputing.org/articles/v022a004/
89,Toniann Pitassi,2,TCS-6603,Log-rank conjecture,Communication complexity and Boolean function analysis,reused,Log-rank connects her communication lower bounds and lifting work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/p/TPitassi.html,https://arxiv.org/abs/2510.02583v3; https://doi.org/10.1007/s10107-024-02117-9; https://doi.org/10.1137/16M1059369; https://arxiv.org/abs/2608.01812v1
90,Alexander Razborov,1,TCS-6602,Superpolynomial \(\mathrm{AC}^{0}[p]\)-Frege lower bounds,Proof complexity,reused,Modular Frege lower bounds concern his foundational proof-complexity research.,source_open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/AARazborov.html,https://www.karlin.mff.cuni.cz/~krajicek/finitary.pdf; https://www.cs.toronto.edu/~toni/Papers/exp-pigeon.pdf; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.CCC.2025.8; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ITCS.2026.99; https://eccc.weizmann.ac.il/report/2026/018/; https://eccc.weizmann.ac.il/report/2026/070/
90,Alexander Razborov,2,TCS-1056,Majority outside constant-depth modular circuits,Computational complexity,reused,Modular Boolean circuit lower bounds extend his circuit-lower-bound program.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/AARazborov.html,https://web.vu.lt/mif/s.jukna/boolean/index.html; https://arxiv.org/abs/2604.04760
91,Shuichi Hirahara,1,TCS-4786,Complexity of Minimum Circuit Size,Computational complexity,reused,MCSP is central to his meta-complexity research.,uncertain,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/150/4919.html,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2023.31; https://doi.org/10.4230/LIPIcs.STACS.2026.23; https://doi.org/10.4230/LIPIcs.CCC.2023.31
